2.053408167028583322e-06,-4.168130755086390718e-07,1.999424438794420129e-06
2.131603750756573958e-06,-8.172775372957047431e-07,2.186484564210890518e-06
9.168007429009491574e-08,-9.678135180111700205e-07,1.985817289145192501e-06
-1.005090504787045423e-06,-1.740261982492312526e-06,-5.203152874846782806e-07
9.691925581451127051e-07,7.831159513996459373e-07,-5.129167200849369465e-07
2.871303681542762249e-06,8.875771548266227457e-07,2.640049197464365675e-06
3.037875148300773582e-06,1.795888533389317778e-06,2.742066783754063318e-06
1.031906757851204236e-06,3.318914402757913585e-07,2.258286579751746570e-06
3.690410695095608211e-07,-9.042840250281914113e-07,9.185831631492103558e-07
5.629808028532326728e-07,2.246809670248533344e-07,2.867687030292276393e-07
2.396157474536006823e-06,2.495789574758189752e-06,1.630497010812362461e-06
7.861896524132028243e-07,8.842542384361314027e-07,9.543176838088857573e-07
1.578324206616694115e-06,2.272473554454175831e-07,2.658584294561470016e-06
2.729205032615987634e-08,-1.599374744944527033e-06,1.818616011291460223e-06
1.371842382153033170e-06,-2.610817530486800014e-07,1.441112221664438295e-06
-3.734380710248745300e-07,3.862408563843488011e-07,5.806461419290129041e-07
1.330836655204168941e-06,1.279962875378595016e-07,2.357137534374097869e-06
-6.339748345863625456e-07,-1.769813115983432159e-06,5.135384206517169606e-07
1.695058034509902506e-06,5.507034543150091283e-07,1.588985643182313532e-06
-1.035630924956357723e-07,-1.765465561344538311e-07,8.091678788907757047e-07
2.503304417431533281e-06,1.040088713122907268e-06,3.049844311161397806e-06
-1.361055625637535069e-06,-6.222493107181994363e-07,7.550151778515093790e-07
-1.975411634541364144e-07,-1.081681533354984928e-06,1.892784264490401578e-06
3.269671720539939373e-07,-8.059983124574487414e-09,1.212589193901947700e-06
1.611891632262021497e-06,1.338597352690512116e-08,1.287421557691585361e-06
2.760434236950685179e-07,1.384810973114103285e-07,1.419026118031029327e-06
4.475637438000792549e-08,-5.387792531009833221e-07,2.779383378628187978e-07
1.942688362576481705e-06,7.952965630274301635e-07,3.562286185680385080e-06
1.406641931763386080e-06,-8.138571421540471479e-07,8.529875357253645212e-07
1.325598640541593503e-06,3.994080003955444799e-07,1.087678729727114474e-06
6.983603736001756680e-07,-4.942976202342928285e-07,1.219986905710321621e-06
1.597215660000237789e-06,-9.371090629163525790e-07,8.550195838876820438e-08
1.810246478726467002e-06,-5.726005809182230142e-07,6.170835577995545830e-07
3.361937959305316521e-07,1.122883364167777620e-06,1.950790298911850220e-06
1.127143563294930229e-06,1.183989978403223843e-07,2.377091103302063480e-06
8.619093487770907739e-07,-2.788413441190059166e-06,7.690748801012842932e-07
-1.464184133266334776e-07,-1.092356687819969419e-06,1.337025964710050593e-06
3.485272567643606995e-06,-1.358008077356438169e-06,4.027824756844659791e-06
-7.020727550069725378e-07,-5.916649665484680809e-07,2.597317419051580364e-06
